regime,S,m,c_x,t,x,u,x_dot,u_dot,x_accel,u_accel,D_x_cumulative,F_x,F_u
balanced,0.23,1.92,0.9400000000000001,28.2,-0.006848654079644255,2.3000094782437155,0.015620011554787724,-0.04566374945551217,-0.004080289990550108,0.008324120994494406,4.128770371345657,1.4404816751905507e-72,3.1176622539687663e-44
balanced,0.23,1.92,0.9400000000000001,28.240000000000002,-0.006230382081437626,2.2981962468590864,0.01545679995516572,-0.045330784615732395,-0.00432240097730112,0.00826342427890955,4.128770371345657,6.950145866280325e-73,2.1379319835008258e-44
balanced,0.23,1.92,0.9400000000000001,28.28,-0.005619025924794679,2.2963962369533033,0.015283903916073675,-0.04500024764457601,-0.004556168623080508,0.008203170143542502,4.128770371345657,3.347998308199971e-73,1.4650413149442619e-44
balanced,0.23,1.92,0.9400000000000001,28.32,-0.00501495963794866,2.29460935211975,0.015101657171150454,-0.04467212083883431,-0.00478156151194415,0.008143355361245838,4.128770371345657,1.6102068472721004e-73,1.0032219561102926e-44
balanced,0.23,1.92,0.9400000000000001,28.36,-0.004418543849521753,2.292835496654775,0.014910394710672688,-0.044346386624384476,-0.004998555822140924,0.00808397672840342,4.128770371345657,7.73184674522581e-74,6.864917982469012e-45
balanced,0.23,1.92,0.9400000000000001,28.400000000000002,-0.003830125750410271,2.2910745755525648,0.01471045247778705,-0.04402302755524834,-0.005207135197244562,0.008025031064758811,4.128770371345657,3.706721303892716e-74,4.694235201721547e-45
balanced,0.23,1.92,0.9400000000000001,28.44,-0.0032500390676143804,2.2893264945000587,0.014502167069897268,-0.04370202631265799,-0.005407290613588049,0.007966515213244946,4.128770371345657,1.7741966701848816e-74,3.207639162175474e-45
balanced,0.23,1.92,0.9400000000000001,28.48,-0.0026786040498002306,2.2875911598718934,0.014285875445353747,-0.04338336570412819,-0.005599020244183486,0.007908426039815035,4.128770371345657,8.478493945789716e-75,2.190268396827628e-45
balanced,0.23,1.92,0.9400000000000001,28.52,-0.002116127464376774,2.285868478725392,0.014061914635586408,-0.04306702866253559,-0.00578232931930961,0.007850760433274716,4.128770371345657,4.0452074441971944e-75,1.4945151946349334e-45
balanced,0.23,1.92,0.9400000000000001,28.560000000000002,-0.001562902605864213,2.284158358795584,0.013830621462814024,-0.0427529982452046,-0.005957229983948423,0.007793515305115422,4.128770371345657,1.9269391922898264e-75,1.019047672127949e-45
balanced,0.23,1.92,0.9400000000000001,28.6,-0.0010192093153259696,2.282460708490264,0.013592332263456087,-0.04244125763299998,-0.006123741152251434,0.007736687589348955,4.128770371345657,9.164322227496354e-76,6.9435223218946604e-46
balanced,0.23,1.92,0.9400000000000001,28.64,-0.00048531401063132843,2.280775436885087,0.01334738261736603,-0.04213179012942602,-0.00628188835921497,0.007680274242343285,4.128770371345657,4.3514883077318514e-76,4.727769985004405e-46
balanced,0.23,1.92,0.9400000000000001,28.68,3.853027268856883e-05,2.2791024537186977,0.013096107082997431,-0.04182457915973229,-0.006431703609742789,0.007614238317480217,4.128771912556564,2.0629106579505217e-76,3.2167996336677092e-46
balanced,0.23,1.92,0.9400000000000001,28.72,0.0005520838302328777,2.277441653333616,0.01283883893860772,-0.04152000962703308,-0.006573225225272987,0.007424979924138093,4.128793995909773,9.764008463009222e-77,2.1871715621112767e-46
balanced,0.23,1.92,0.9400000000000001,28.76,0.0010551202274167496,2.2757927329164134,0.0125759099295968,-0.041223010430067555,-0.006706497688144658,0.007239840383757953,4.12883620071887,4.614036264037484e-77,1.4860480725175149e-46
balanced,0.23,1.92,0.9400000000000001,28.8,0.0015474262282995901,2.274155396243825,0.012307650022071013,-0.04093341681471724,-0.006831571483878304,0.007058845193229812,4.128898097768002,2.1769025532045717e-77,1.0089602004589178e-46
balanced,0.23,1.92,0.9400000000000001,28.84,0.0020288017148082254,2.272529353723545,0.012034387162715881,-0.04065106300698804,-0.006948502941542268,0.006882016247417553,4.128979249836594,1.0254207531977716e-77,6.845519002070203e-47
balanced,0.23,1.92,0.9400000000000001,28.88,0.002499059596610393,2.2709143224292614,0.011756447045054191,-0.04037578235709134,-0.007057354072375694,0.006709371888894151,4.129079212220459,4.822479005209966e-78,4.641195833238119e-47
balanced,0.23,1.92,0.9400000000000001,28.92,0.00295802571189676,2.26931002613,0.011474152882159163,-0.04010740748153557,-0.007158192406836653,0.006540926959681808,4.129197533248935,2.2643508383724414e-78,3.1444491456051774e-47
balanced,0.23,1.92,0.9400000000000001,28.96,0.0034055387193321876,2.267716195313874,0.011187825185885698,-0.0398457704031483,-0.007251090830242055,0.006376692854914485,4.129333754797709,1.0615054244057595e-78,2.1288762917152004e-47
balanced,0.23,1.92,0.9400000000000001,29.0,0.0038414499814392283,2.266132567206316,0.010897781552676015,-0.03959070268895172,-0.007336127417163898,0.006216677578340358,4.1294874127969665,4.968277523428634e-79,1.440281704212606e-47
balanced,0.23,1.92,0.9400000000000001,29.04,0.004265623439678807,2.264558885782883,0.010604336455989459,-0.03934203558581811,-0.0074133852647442185,0.006060885799581736,4.129658037734553,2.3216385438179942e-79,9.73723453513383e-48
balanced,0.23,1.92,0.9400000000000001,29.080000000000002,0.004677935481494795,2.2629949017767297,0.01030780104539969,-0.03909960015383484,-0.007482952325088804,0.0059093189130702065,4.129845155153813,1.0831497212964204e-79,6.578319850944869e-48
balanced,0.23,1.92,0.9400000000000001,29.12,0.00507827479959064,2.261440372680837,0.010008482952396137,-0.03886322739731203,-0.007544921236897401,0.005761975098574943,4.130048286145796,5.045305960594334e-80,4.4410484326172245e-48
balanced,0.23,1.92,0.9400000000000001,29.16,0.00546654224370745,2.2598950627451027,0.00970668610292024,-0.03863274839336903,-0.007599389156485665,0.005618849383242414,4.130266947835545,2.3463438268890445e-80,2.996037199724627e-48
balanced,0.23,1.92,0.9400000000000001,29.2,0.005842650665173883,2.258358742968381,0.009402710536660815,-0.03840799441803934,-0.0076464575883515885,0.005479933705066055,4.130500653862152,1.0894340032117905e-80,2.019761370320886e-48
balanced,0.23,1.92,0.9400000000000001,29.240000000000002,0.006206524754498953,2.2568311910855874,0.009096852233126751,-0.038188797069836695,-0.007686232215436511,0.005345216977704878,4.130748914852331,5.05027850495594e-81,1.3606426823910442e-48
balanced,0.23,1.92,0.9400000000000001,29.28,0.006558100872279324,2.255312191549958,0.00878940294450929,-0.0379749883907285,-0.007718822729228155,0.005214685156570475,4.131011238887223,2.337409795470063e-81,9.159658610255594e-49
balanced,0.23,1.92,0.9400000000000001,29.32,0.006897326873692931,2.2538015355105796,0.008480650035340164,-0.03776640098446568,-0.007744342659850358,0.005088321306102355,4.1312871319621705,1.0800889417990026e-81,6.161772403029744e-49
balanced,0.23,1.92,0.9400000000000001,29.36,0.007224161926850777,2.2522990207852907,0.00817087632894615,-0.03756286813222159,-0.007762909206281333,0.00496610566815217,4.131576098439244,4.982981886616888e-82,4.1421248641097e-49
balanced,0.23,1.92,0.9400000000000001,29.400000000000002,0.007538576325278573,2.2508044518290706,0.007860359960694898,-0.0373642239054955,-0.0077746430668394675,0.004848015731397988,4.131877641492255,2.295219506005015e-82,2.7824789575193017e-49
balanced,0.23,1.92,0.9400000000000001,29.44,0.007840551294799426,2.2493176396980212,0.007549374238021319,-0.03717030327623958,-0.007779668270072639,0.00473402630171049,4.132191263544047,1.0555146672778268e-82,1.8678059699294634e-49
balanced,0.23,1.92,0.9400000000000001,29.48,0.008130078795088163,2.2478384020090543,0.007238187507218413,-0.036980942224171164,-0.0077781120061840995,0.0046241095733936585,4.132516466695851,4.8462905499449494e-83,1.2529184312543745e-49
balanced,0.23,1.92,0.9400000000000001,29.52,0.008407161316167004,2.246366562895405,0.006927063026971049,-0.036795977841235415,-0.007770104459124891,0.0045182352012233815,4.132852753148497,2.2215687206265235e-83,8.398563405173165e-50
balanced,0.23,1.92,0.9400000000000001,29.560000000000002,0.008671811670111246,2.2449019529580774,0.006616258848606053,-0.03661524843318648,-0.007755778639479654,0.004416370373208149,4.133199625615301,1.0167523501651446e-83,5.625723471178094e-50
balanced,0.23,1.92,0.9400000000000001,29.6,0.00892405277823232,2.243444409213347,0.006306027703026867,-0.03643859361825816,-0.0077352702182695715,0.004318479883996976,4.133556587726431,4.645962998923615e-84,3.7656757781579483e-50
balanced,0.23,1.92,0.9400000000000001,29.64,0.009163917454004165,2.241993775036431,0.005996616894296085,-0.03626585442289828,-0.007708717361792961,0.004224526208860581,4.133923144424591,2.119539123012881e-84,2.5188287238798043e-50
balanced,0.23,1.92,0.9400000000000001,29.68,0.00939144818199714,2.240549900101449,0.005688268199824366,-0.036096873374543856,-0.007676260567620856,0.004134469578172801,4.1342988023518705,9.654110307241506e-85,1.68362558923775e-50
balanced,0.23,1.92,0.9400000000000001,29.72,0.00960669689308192,2.2391126403177926,0.005381217777119532,-0.035931494591416945,-0.007638042501861605,0.004048268052320297,4.134683070227593,4.390239420235737e-85,1.124562421541764e-50
balanced,0.23,1.92,0.9400000000000001,29.76,0.009809724736163723,2.2376818577630195,0.005075696077045068,-0.03576956386932413,-0.0075942078378052535,0.003965877596969575,4.13507545921704,1.993284465261896e-85,7.506073011047126e-51
balanced,0.23,1.92,0.9400000000000001,29.8,0.010000601846705037,2.2362574206124015,0.004771927763532857,-0.035610928765445346,-0.007544903096055169,0.0038872521586215372,4.135475483290908,9.035568610218393e-86,5.0064878930293804e-51
balanced,0.23,1.92,0.9400000000000001,29.84,0.010179407112292663,2.2348392030652375,0.004470131639690651,-0.03545543867910048,-0.007490276486250977,0.003812343740384811,4.1358826595754,4.089279757893705e-86,3.336911775071836e-51
balanced,0.23,1.92,0.9400000000000001,29.88,0.010346227935502288,2.233427085268058,0.004170520580240611,-0.03530294492948509,-0.007430477750483575,0.0037411024779003318,4.13629650869282,1.8477503206775158e-86,2.2225290540825436e-51
balanced,0.23,1.92,0.9400000000000001,29.92,0.010501159994311138,2.2320209532348434,0.003873301470221268,-0.03515330083036908,-0.007365658008499547,0.0036734767153508378,4.136716555092592,8.335753793341397e-87,1.4792491824745644e-51
balanced,0.23,1.92,0.9400000000000001,29.96,0.010644307000306389,2.230620698764373,0.003578675149881286,-0.03500636176175504,-0.007295969604788958,0.00360941308149014,4.1371423273726045,3.7544956022415486e-87,9.838443529774071e-52
balanced,0.23,1.92,0.9400000000000001,30.0,0.010775780454933978,2.229226219354833,0.0032868363656897276,-0.03486198523849544,-0.007221565957647043,0.00354885656562834,4.137573358590802,1.6883537626188197e-87,6.538868820944243e-52
balanced,0.23,1.92,0.9400000000000001,30.04,0.010895699404029333,2.2278374181157985,0.002997973727383846,-0.0347200309758703,-0.007142601410296952,0.003491750593510385,4.138009186566963,7.580195889188414e-88,4.342801917480804e-52
balanced,0.23,1.92,0.9400000000000001,30.080000000000002,0.01100419019086821,2.2264542036777133,0.002712269670971968,-0.034580360952129886,-0.007059231084157219,0.003438037103026747,4.138449354174598,3.3978369643761615e-88,2.8822296750786065e-52
balanced,0.23,1.92,0.9400000000000001,30.12,0.011101386207972437,2.225076490098993,0.002429900427605679,-0.034442839468008815,-0.006971610734334258,0.003387656619696284,4.138893409622916,1.5206517748920994e-88,1.911517674823592e-52
balanced,0.23,1.92,0.9400000000000001,30.16,0.01118742764790173,2.223704196770864,0.002151035998232309,-0.03430733320322096,-0.006879896607416719,0.0033405483318627452,4.139340906728832,6.794572523771192e-89,1.266832566330096e-52
balanced,0.23,1.92,0.9400000000000001,30.2,0.011262461253259156,2.2223372483200663,0.00187584013393564,-0.034173711269946457,-0.006784245301645135,0.0032966501655477503,4.139791405178963,3.031095590577395e-89,8.38979383114083e-53
balanced,0.23,1.92,0.9400000000000001,30.240000000000002,0.01132664006613395,2.2209755745095334,0.0016044703218698348,-0.034041845263324544,-0.006684813629526872,0.003255898858904487,4.140244470781608,1.3500263829903631e-89,5.552320491826896e-53
balanced,0.23,1.92,0.9400000000000001,30.28,0.0113801231772015,2.2196191101371747,0.0013370777766887598,-0.03391160930896837,-0.006581758482962987,0.0032182300362178008,4.140699675708697,6.003299460758222e-90,3.6718838312958936e-53
balanced,0.23,1.92,0.9400000000000001,30.32,0.01142307547469631,2.2182677949328737,0.0010738074373702403,-0.033782880107519654,-0.006475236700950174,0.003183578281397773,4.141156598727685,2.665280294365368e-90,2.4265794056366465e-53
balanced,0.23,1.92,0.9400000000000001,30.36,0.011455667393469598,2.2169215734538232,0.0008147979693322333,-0.03365553697626374,-0.006365404939917655,0.00315187721091537,4.1416148254234235,1.1814106944572434e-90,1.6024749539736948e-53
balanced,0.23,1.92,0.9400000000000001,30.400000000000002,0.011478074664339019,2.21558039497831,0.0005601817717355271,-0.03352946188782713,-0.006252419546755424,0.0031230595461302006,4.142073948409997,5.22834257823082e-91,1.057497043194142e-53
balanced,0.23,1.92,0.9400000000000001,30.44,0.011490478063933631,2.214244213398071,0.0003100849898653102,-0.03340453950598192,-0.006136436434586992,0.0030970571849619037,4.142533567532554,2.310108102836199e-91,6.973619404932013e-54
balanced,0.23,1.92,0.9400000000000001,30.48,0.011493063165232905,2.212912987109328,6.462753248183054e-05,-0.03328065721858344,-0.006017610961336368,0.003073801272858204,4.142993290059163,1.01907394841809e-91,4.59545470171932e-54
balanced,0.23,1.92,0.9400000000000001,30.52,0.01148602008899404,2.211586678902621,-0.0001760769059716242,-0.03315770516766911,-0.005896097811135789,0.0030532222730141494,4.143452730862723,4.488324251657438e-92,3.0261462002686093e-54
balanced,0.23,1.92,0.9400000000000001,30.560000000000002,0.011469543256257358,2.2102652558515508,-0.0004119208184170558,-0.033035576276748545,-0.005772050878617357,0.0030352500357985995,4.1439115125929735,1.9736397249501494e-92,1.991326580494125e-54
balanced,0.23,1.92,0.9400000000000001,30.6,0.011443831142114887,2.208948689200538,-0.0006428028535617501,-0.0329141662753166,-0.005645623156128564,0.0030198138673455024,4.144369265838658,8.664762443822738e-93,1.309441931562419e-54
balanced,0.23,1.92,0.9400000000000001,30.64,0.011409086030922612,2.207636954251713,-0.0008686277798068926,-0.03279337372062278,-0.005516966623908403,0.0030068425972690966,4.144825629279895,3.7979616206492623e-93,8.604411371230502e-55
balanced,0.23,1.92,0.9400000000000001,30.68,0.011365513773132083,2.206330030251044,-0.0010893064447632288,-0.032673100016732015,-0.005386232143257629,0.0029962646454636263,4.1452802498308206,1.662071153003111e-93,5.649984487991527e-55
balanced,0.23,1.92,0.9400000000000001,30.72,0.011313323543912342,2.2050279002738074,-0.001304755730493534,-0.03255324943091347,-0.005253569352733553,0.0029880080879497624,4.145732782772577,7.261958804194922e-94,3.707357899079521e-55
balanced,0.23,1.92,0.9400000000000001,30.76,0.011252727603728228,2.2037305511095115,-0.0015148985046028762,-0.03243372910739548,-0.005119126567396627,0.002982000721731409,4.146182891876727,3.167838836006493e-94,2.430932726785029e-55
balanced,0.23,1.92,0.9400000000000001,30.8,0.011183941061036278,2.2024379731463704,-0.0017196635672987412,-0.03231444907852623,-0.004983050681133053,0.002978170128628147,4.146630249519168,1.3796772571486118e-94,1.5928414014958769e-55
balanced,0.23,1.92,0.9400000000000001,30.84,0.011107181637254515,2.2011501602554353,-0.0019189855945440633,-0.0321953222733811,-0.004845487072074529,0.002976443738050066,4.147074536784658,5.999251390414035e-95,1.0429495446850349e-55
balanced,0.23,1.92,0.9400000000000001,30.88,0.011022669434157435,2.199867109674481,-0.0021128050774270445,-0.032076264523859095,-0.00470657951113334,0.002976748888683315,4.147515443562025,2.6044843078733663e-95,6.82409761592494e-56
balanced,0.23,1.92,0.9400000000000001,30.92,0.010930626703842539,2.1985888218917484,-0.0023010682578723783,-0.03195719456831176,-0.004566470073667971,0.00297901288905617,4.147952668630179,1.1288898240217113e-95,4.461884569479046e-56
balanced,0.23,1.92,0.9400000000000001,30.96,0.010831277621409775,2.1973153005296386,-0.002483727060819097,-0.031838034052749514,-0.0044252990542915744,0.0029831630769570016,4.148385919735035,4.885246702045106e-96,2.9152956140358486e-56
balanced,0.23,1.92,0.9400000000000001,31.0,0.010724848060490145,2.196046552228452,-0.00266073902299076,-0.031718707529671236,-0.004283204884832724,0.0029891268776770104,4.148814913657454,2.11070029581276e-96,1.903434935755387e-56
balanced,0.23,1.92,0.9400000000000001,31.04,0.010611565371754781,2.1947825865302693,-0.002832067218384069,-0.031599142454564154,-0.004140324055455081,0.0029968318610521165,4.149239376272325,9.104828517936067e-97,1.2418943216593948e-56
balanced,0.23,1.92,0.9400000000000001,31.080000000000002,0.01049165816453069,2.1935234157630643,-0.0029976801806022722,-0.03147926918012207,-0.003996791038939872,0.0030062057972798845,4.149659042598906,3.9212280357475067e-97,8.096967851873644e-57
balanced,0.23,1.92,0.9400000000000001,31.12,0.010365356091644295,2.192269054925135,-0.0031575518221598673,-0.03135902094823087,-0.0038527382181323022,0.0030171767114888833,4.150073656842572,1.6860775908105526e-97,5.275350949588094e-57
balanced,0.23,1.92,0.9400000000000001,31.16,0.01023288963760889,2.1910195215699444,-0.0033116613508851595,-0.031238333879771315,-0.0037082958165504374,0.0030296729370393313,4.150482972428077,7.238326057675241e-98,3.4345628438515905e-57
balanced,0.23,1.92,0.9400000000000001,31.2,0.010094489910267002,2.189774835691453,-0.003459993183547177,-0.031117146962289743,-0.0035635918321524247,0.0030436231675353693,4.150886752024488,3.102443330454281e-98,2.2345122814336418e-57
balanced,0.23,1.92,0.9400000000000001,31.240000000000002,0.009950388435993671,2.1885350196100295,-0.0036025368568332744,-0.03099540203558833,-0.003418751974255413,0.0030589565075307707,4.151284767561927,1.327622796810845e-98,1.4527309631486908e-57
balanced,0.23,1.92,0.9400000000000001,31.28,0.009800816958561531,2.187300097859018,-0.0037392869358034908,-0.030873043775287098,-0.003273899603597005,0.0030756025219113117,4.15167680024027,5.672188744191687e-99,9.437974693713406e-58
balanced,0.23,1.92,0.9400000000000001,31.32,0.009646007241763637,2.1860700970720415,-0.003870242919947371,-0.030750019674410645,-0.0031291556755276605,0.0030934912839384937,4.15206264052994,2.4195342552923284e-99,6.1272216680757756e-58
balanced,0.23,1.92,0.9400000000000001,31.36,0.009486190875884898,2.1848450458711195,-0.003995409146968477,-0.030626280023053107,-0.002984638686320067,0.003112553421940697,4.1524420881649755,1.030428840050487e-99,3.9750220723000414e-58
balanced,0.23,1.92,0.9400000000000001,31.400000000000002,0.009321599088108047,2.1836249747556726,-0.00411479469442128,-0.030501777886175477,-0.0028404646225791896,0.003132720164639267,4.1528149521285,4.38136429230695e-100,2.576953993173582e-58
balanced,0.23,1.92,0.9400000000000001,31.44,0.00915246255693507,2.1824099159924892,-0.0042284132793244476,-0.030376469079589907,-0.0026967469137344213,0.0031539233850984027,4.153181050630777,1.8599696272377148e-100,1.66941747016322e-58
balanced,0.23,1.92,0.9400000000000001,31.48,0.008979011230700116,2.1811999035067218,-0.004336283155873824,-0.03025031214418597,-0.0025535963875930835,0.003176095643289079,4.153540211080005,7.883289382878798e-101,1.0807230424379758e-58
balanced,0.23,1.92,0.9400000000000001,31.52,0.008801474150245014,2.179994972773984,-0.004438427011377547,-0.030123268318454407,-0.002411121228932354,0.0031991702272586115,4.153892270046015,3.3359091507724425e-101,6.9912532939669955e-59
balanced,0.23,1.92,0.9400000000000001,31.560000000000002,0.00862007927582362,2.178795160713609,-0.0045348718605348415,-0.029995301509364063,-0.0022694269411046193,0.0032230811928987556,4.154237073217048,1.4093734601667925e-101,4.519462955555736e-59
balanced,0.23,1.92,0.9400000000000001,31.6,0.008435053318296458,2.1776005055831433,-0.004625648938179026,-0.029866378261648112,-0.002128616310629257,0.0032477634023065673,4.154574475349779,5.944879995411784e-102,2.919508831860751e-59
balanced,0.23,1.92,0.9400000000000001,31.64,0.00824662157467229,2.176411046874121,-0.004710793590604196,-0.02973646772555585,-0.001988789374741847,0.003273152560733543,4.1549043402127666,2.5036016225071057e-102,1.8846205576782895e-59
balanced,0.23,1.92,0.9400000000000001,31.68,0.008055007768048536,2.175226825209196,-0.00479034516559387,-0.029605541623126508,-0.0018500433918699469,0.0032991852521197964,4.155226540523488,1.052670579406971e-102,1.2157078563605497e-59
balanced,0.23,1.92,0.9400000000000001,31.720000000000002,0.007860433891997788,2.174047882240674,-0.004864346901268668,-0.029473574213041715,-0.0017124728150027292,0.003325798973211305,4.155540957879168,4.419008886543756e-103,7.836564108684836e-60
balanced,0.23,1.92,0.9400000000000001,31.76,0.007663120059443037,2.17287426055051,-0.004932845813868777,-0.029340542254113262,-0.001576169267919993,0.003352932166259439,4.155847482681546,1.8520913075320687e-103,5.047930032164389e-60
balanced,0.23,1.92,0.9400000000000001,31.8,0.007463284356059614,2.171706003551811,-0.004995892584585577,-0.029206424967462886,-0.0014412215242443599,0.003380524250303231,4.156146014055788,7.750059572624045e-104,3.2493173603270665e-60
balanced,0.23,1.92,0.9400000000000001,31.84,0.0072611426982374,2.170543155391913,-0.005053541445555351,-0.029071203997450758,-0.0013077154892788385,0.003408515651035971,4.156436459763718,3.237820862186086e-104,2.0900761210298118e-60
balanced,0.23,1.92,0.9400000000000001,31.88,0.00705690869563234,2.1693857608570566,-0.005105850065126505,-0.028934863371409318,-0.0011757341845903253,0.003436847829258901,4.156718736111543,1.3505346216935242e-104,1.3434553726670514e-60
balanced,0.23,1.92,0.9400000000000001,31.92,0.006850793518331935,2.168233865278727,-0.005152879432510118,-0.028797389458238964,-0.0010453577352981373,0.0034654633079258695,4.156992767852277,5.6242388485432065e-105,8.629299725792736e-61
balanced,0.23,1.92,0.9400000000000001,31.96,0.006643005768655053,2.16708751444169,-0.005194693741922043,-0.02865877092592193,-0.0009166633600251733,0.0034943056977839314,4.157258488083023,2.3384437011408352e-105,5.538842699075252e-61
balanced,0.23,1.92,0.9400000000000001,32.0,0.006433751357602132,2.1659467544937696,-0.00523136027632305,-0.028518998698010573,-0.0007897253634679499,0.0035233197216159554,4.157515838137327,9.707227548180708e-106,3.5526602568001545e-61
balanced,0.23,1.92,0.9400000000000001,32.04,0.0062232333859676605,2.1648116318574036,-0.005262949290861768,-0.028378065909145937,-0.0006646151315404157,0.003552451237092316,4.157764767472766,4.0231722812066033e-106,2.277086308775911e-61
balanced,0.23,1.92,0.9400000000000001,32.08,0.006011652030122725,2.1636821931430172,-0.005289533896123385,-0.028235967859662245,-0.0005414011290451786,0.0035816472582398035,4.15800523355397,1.664742931662067e-106,1.4584665562889379e-61
balanced,0.23,1.92,0.9400000000000001,32.12,0.005799204432471317,2.162558485064244,-0.005311189941285192,-0.028092701969332654,-0.0004201488998246021,0.003610855975536859,4.158237201731269,6.877504094118644e-107,9.334791585671997e-62
balanced,0.23,1.92,0.9400000000000001,32.160000000000004,0.00558608459658019,2.1614405543550315,-0.0053279958972781765,-0.02794826773031118,-0.00030092106934307447,0.003640026774645217,4.158460645115132,2.836740861194812e-107,5.970407107504275e-62
balanced,0.23,1.92,0.9400000000000001,32.2,0.005372483286978114,2.1603284476886584,-0.0053400327400519,-0.02780266665932537,-0.00018377734965069152,0.0036691102537889696,4.158675544446611,1.1681903115546778e-107,3.815877581863108e-62
balanced,0.23,1.92,0.9400000000000001,32.24,0.005158587933616596,2.1592222115986917,-0.005347383834037927,-0.02765590224917381,-6.87745466775754e-05,0.003698058239792987,4.158881887963956,4.8030008617512826e-108,2.4371153767649373e-62
balanced,0.23,1.92,0.9400000000000001,32.28,0.004944582540980395,2.1581218924019083,-0.0053501348159050305,-0.02750797991958209,4.403343019288204e-05,0.003726823802793507,4.159079671265595,1.971591140148311e-108,1.5554244251760746e-62
balanced,0.23,1.92,0.9400000000000001,32.32,0.004730647601832502,2.1570275361232096,-0.005348373478697315,-0.02735890696747035,0.0001545955563244656,0.0037553612696345686,4.159268897169668,8.080275715014083e-109,9.920028217918438e-63
balanced,0.23,1.92,0.9400000000000001,32.36,0.0045169600155747286,2.155939188422542,-0.005342189656444337,-0.027208692516684965,0.0002628636778557024,0.0037836262359647772,4.159449575570291,3.306287620286068e-109,6.322197648778564e-63
balanced,0.23,1.92,0.9400000000000001,32.4,0.004303693011201524,2.1548568945238524,-0.005331675109330109,-0.027057347467246372,0.00036879249560873927,0.0038115755770497237,4.15962172329074,1.3507040771097665e-109,4.0263766488483325e-63
balanced,0.23,1.92,0.9400000000000001,32.44,0.0040910160748212935,2.1537806991460857,-0.0053169234095057595,-0.026904884444164383,0.00047233954693443807,0.0038391674573160866,4.159785363933732,5.509154086679384e-110,2.5624293307516815e-63
balanced,0.23,1.92,0.9400000000000001,32.480000000000004,0.0038790948817161585,2.1527106464362507,-0.005298029827628382,-0.02675131774587174,0.0005734651855492294,0.0038663613386442862,4.159940527729001,2.243441538867357e-110,1.629598301449651e-63
balanced,0.23,1.92,0.9400000000000001,32.52,0.003668091232907902,2.1516467799045578,-0.005275091220206413,-0.02659666329232597,0.0006721325594198579,0.003893117987427155,4.160087251378317,9.121152631052481e-111,1.0356199265753072e-63
balanced,0.23,1.92,0.9400000000000001,32.56,0.003458162996194717,2.150589142361645,-0.0052482059178296184,-0.026440938572828882,0.000768307586752669,0.0039193994804128905,4.1602255778981645,3.7024552515753794e-111,6.576751029192605e-64
balanced,0.23,1.92,0.9400000000000001,32.6,0.0032494640516203366,2.1495377758579,-0.005217473614359511,-0.026284162593612367,0.0008619589301445858,0.003945169209351124,4.160355556460229,1.5004966916801313e-111,4.173626421281304e-64
balanced,0.23,1.92,0.9400000000000001,32.64,0.0030421442413341875,2.1484927216248906,-0.005182995257153728,-0.026126355825238323,0.0009530579689532904,0.003970391884461625,4.160477242229883,6.071351751362601e-112,2.6467133808034037e-64
balanced,0.23,1.92,0.9400000000000001,32.68,0.0028363493237983637,2.147454020018896,-0.0051448729383955965,-0.025967540149859858,0.0010415787699445298,0.003995033536745712,4.160590696202835,2.452679925975056e-112,1.6772253636832104e-64
balanced,0.23,1.92,0.9400000000000001,32.72,0.002632220932294451,2.1464217104665604,-0.005103209787597815,-0.02580773880839003,0.0011274980562747375,0.004019061519161086,4.160695985040126,9.892395860171591e-113,1.0621041311530446e-64
balanced,0.23,1.92,0.9400000000000001,32.76,0.002429896537680578,2.1453958314126553,-0.005058109865346825,-0.025646976347623585,0.0012107951748674154,0.004042444506681233,4.160793180901633,3.9835220576330775e-113,6.721000738989858e-65
balanced,0.23,1.92,0.9400000000000001,32.8,0.0022295094153464926,2.144376420269961,-0.005009678058352129,-0.025485278567356336,0.0012914520622419319,0.004065152495261183,4.160882361278247,1.601541122251922e-113,4.250029617897325e-65
balanced,0.23,1.92,0.9400000000000001,32.84,0.0020311886163119947,2.143363513371259,-0.004958019975862452,-0.02532267246754589,0.0013694532088534951,0.004087156799731804,4.160963608822899,6.4285657672607835e-114,2.685598826186454e-65
balanced,0.23,1.92,0.9400000000000001,32.88,0.0018350589424116623,2.142357145923437,-0.004903241847508312,-0.025159186195556616,0.0014447856220032038,0.0041084300506453045,4.161037011180595,2.576292783736497e-114,1.6958267775475126e-65
balanced,0.23,1.92,0.9400000000000001,32.92,0.0016412409255065349,2.1413573519636957,-0.004845450422628184,-0.024994848993530803,0.0015174387873770614,0.004128946190095059,4.161102660817615,1.030816761222878e-114,1.0700720170135513e-65
balanced,0.23,1.92,0.9400000000000001,32.96,0.0014498508106612108,2.140364164317859,-0.004784752871133101,-0.024829691145927,0.001587404629272867,0.004148680466533252,4.1611606548500415,4.117872115250685e-115,6.747388150031739e-66
balanced,0.23,1.92,0.9400000000000001,33.0,0.0012610005432227233,2.139377614560768,-0.004721256685962186,-0.02466374392726567,0.001654677469573819,0.00416760942861022,4.161211094871771,1.6423638123119307e-115,4.251572109270677e-66
balanced,0.23,1.92,0.9400000000000001,33.04,0.001074797759735554,2.1383977329787633,-0.004655069587179234,-0.02449703955012126,0.0017192539855275658,0.004185710918059721,4.16125408678216,6.539898503815912e-116,2.677038228595587e-66
