regime,S,m,c_x,t,x,u,x_dot,u_dot,x_accel,u_accel,D_x_cumulative,F_x,F_u
stable-sluggish,0.31,2.24,1.18,15.4,-0.011192686116896125,3.700651047046114,-0.2807561546297924,-0.1600819521466083,0.15289531990061092,0.025012856220109347,3.6869358468745346,5.679973173255355e-07,1.1468173204201395e-07
stable-sluggish,0.31,2.24,1.18,15.44,-0.022178299790246846,3.6942877895302018,-0.274640341833768,-0.15908143789780393,0.15457783948375223,0.02485651875108333,3.6869358468745346,4.5728951195737933e-07,9.873819529050362e-08
stable-sluggish,0.31,2.24,1.18,15.48,-0.03291658892042356,3.6879643024442914,-0.2684572282544179,-0.1580871771477606,0.15611450260344176,0.024701159353786323,3.6869358468745346,3.6757107293343123e-07,8.495076516131932e-08
stable-sluggish,0.31,2.24,1.18,15.52,-0.04340509484643477,3.681680337213347,-0.2622126481502802,-0.15709913077360915,0.15750728332431294,0.02454677178900334,3.6869358468745346,2.9498269561631715e-07,7.303660429418414e-08
stable-sluggish,0.31,2.24,1.18,15.56,-0.05364158911912708,3.6754356468172653,-0.25591235681730773,-0.15611725990204903,0.1587582171938592,0.02439334987252618,3.6869358468745346,2.363506945042281e-07,6.274874149412566e-08
stable-sluggish,0.31,2.24,1.18,15.6,-0.06362407024430922,3.6692299857809796,-0.24956202812955336,-0.15514152590714797,0.1598693984406539,0.02424088747285541,3.6869358468745346,1.8906988255575373e-07,5.387169434127863e-08
stable-sluggish,0.31,2.24,1.18,15.64,-0.0733507603319863,3.66306311016465,-0.2431672521919272,-0.15417189040823376,0.16084297719822593,0.02408937850914503,3.6869358468745346,1.5100556579294776e-07,4.621760306135115e-08
stable-sluggish,0.31,2.24,1.18,15.68,-0.08282010165614623,3.656934777553935,-0.23673353310399817,-0.15320831526786796,0.16168115675471562,0.02393881694936283,3.6869358468745346,1.2041169897149276e-07,3.962281895775281e-08
stable-sluggish,0.31,2.24,1.18,15.72,-0.09203075312949861,3.6508447470503396,-0.23026628683380954,-0.15225076258989345,0.16238619082860203,0.023789196808642547,3.6869358468745346,9.586267471920865e-08,3.3944896610023544e-08
stable-sluggish,0.31,2.24,1.18,15.76,-0.10098158669752523,3.6447927792616377,-0.22377083920066546,-0.15129919471754774,0.16296038087093714,0.023640512147806287,3.6869358468745346,7.61965888308765e-08,2.9059944379804742e-08
stable-sluggish,0.31,2.24,1.18,15.8,-0.10967168365615834,3.6387786362923724,-0.21725242396582797,-0.15035357423163548,0.16340607339463403,0.02349275707203794,3.6869358468745346,6.046814489390426e-08,2.4860292583810775e-08
stable-sluggish,0.31,2.24,1.18,15.84,-0.11810033089736005,3.632802081734422,-0.2107161810300426,-0.14941386394875397,0.16372565733145014,0.023345925729690593,3.6869358468745346,4.7909638031569984e-08,2.1252443038365474e-08
stable-sluggish,0.31,2.24,1.18,15.88,-0.12626701708683144,3.6268628806576397,-0.2041671547367846,-0.14848002691956635,0.16392156141738073,0.023200012311212416,3.6869358468745346,3.7898695641006694e-08,1.815526759389429e-08
stable-sluggish,0.31,2.24,1.18,15.92,-0.134171428778035,3.620960799600555,-0.19761029228008936,-0.14755202642711787,0.16399625160723114,0.023055011048177698,3.6869358468745346,2.993165738452864e-08,1.549842679907641e-08
stable-sluggish,0.31,2.24,1.18,15.96,-0.14181344646666702,3.6150956065611473,-0.19105044221580011,-0.14662982598519075,0.1639522285191798,0.022910916212410603,3.6869358468745346,2.3601651672170476e-08,1.322098299884902e-08
stable-sluggish,0.31,2.24,1.18,16.0,-0.14919314058966834,3.6092670709876793,-0.18449235307503292,-0.14571338933669434,0.16379202491017075,0.022767722115191083,3.6869358468745346,1.8580575288549406e-08,1.1270185011087346e-08
stable-sluggish,0.31,2.24,1.18,16.04,-0.1563107674728134,3.603474963769596,-0.1779406720786261,-0.1448026804520867,0.16351820318299204,0.02262542310653322,3.6869358468745346,1.4604310073932873e-08,9.600404073781887e-09
stable-sluggish,0.31,2.24,1.18,16.080000000000002,-0.16316676523086565,3.597719057228483,-0.17139994395130642,-0.14389766352782535,0.1631333529259044,0.02248401357452763,3.6869358468745346,1.1460618677980312e-08,8.172203035738685e-09
stable-sluggish,0.31,2.24,1.18,16.12,-0.16976174962423646,3.5919991251090893,-0.16487460983427024,-0.14299830298484426,0.16264008848568226,0.022343487944740306,3.6869358468745346,8.979253015199603e-09,6.951522804676607e-09
stable-sluggish,0.31,2.24,1.18,16.16,-0.17609650987603018,3.5863149425704073,-0.15836900629484296,-0.14210456346705463,0.1620410465749247,0.02220384067966116,3.6869358468745346,7.02388648857315e-09,5.908971890422431e-09
stable-sluggish,0.31,2.24,1.18,16.2,-0.182172004453304,3.5806662861768124,-0.15188736443184597,-0.1412164098398682,0.161338883914477,0.022065066278196592,3.6869358468745346,5.485546343982681e-09,5.019206508999779e-09
stable-sluggish,0.31,2.24,1.18,16.240000000000002,-0.18798935681631468,3.5750529338892627,-0.1454338090752669,-0.14033380718874033,0.16053627491178887,0.02192715927520057,3.6869358468745346,4.277277442791198e-09,4.2603901652000774e-09
stable-sluggish,0.31,2.24,1.18,16.28,-0.1935498511394665,3.5694746650565534,-0.13901235807879533,-0.1394567208177323,0.15963590937600883,0.021790114241039833,3.6869358468745346,3.3298148295069457e-09,3.613722924411455e-09
stable-sluggish,0.31,2.24,1.18,16.32,-0.1988549280076167,3.5639312604066298,-0.13262692170375498,-0.13858511624809072,0.15864049027059313,0.021653925781189055,3.6869358468745346,2.5880810549782305e-09,3.06303173516092e-09
stable-sluggish,0.31,2.24,1.18,16.36,-0.20390618009133396,3.558422502037956,-0.12628130209293126,-0.13771895921684316,0.1575527315041738,0.021518588535852357,3.6869358468745346,2.008356439307053e-09,2.5944141866111008e-09
stable-sluggish,0.31,2.24,1.18,16.4,-0.20870534780464453,3.5529481734109396,-0.1199791928327643,-0.13685821567540907,0.15637535576040343,0.021384097179608107,3.6869358468745346,1.5559973080217901e-09,2.195928993399414e-09
stable-sluggish,0.31,2.24,1.18,16.44,-0.21325431494873845,3.547508059339411,-0.11372417860234817,-0.13600285178822474,0.1551110923674593,0.02125044642107409,3.6869358468745346,1.2035995545691632e-09,1.857327305722188e-09
stable-sluggish,0.31,2.24,1.18,16.48,-0.21755510434504444,3.5421019459821554,-0.1075197349076498,-0.13515283393138178,0.15376267520785472,0.02111763100259075,3.6869358468745346,9.295233934969766e-10,1.5698196562982708e-09
stable-sluggish,0.31,2.24,1.18,16.52,-0.22160987346101785,3.5367296208345045,-0.10136922789933561,-0.13430812869127814,0.15233284066917158,0.020985645699920237,3.6869358468745346,7.167104865973601e-10,1.3258739876021482e-09
stable-sluggish,0.31,2.24,1.18,16.56,-0.2254209100319206,3.531390872719973,-0.09527591427256875,-0.13346870286328133,0.15082432563628972,0.020854485321959475,3.6869358468745346,5.517372710188029e-10,1.1190407613735152e-09
stable-sluggish,0.31,2.24,1.18,16.6,-0.22899062768180528,3.526085491781957,-0.08924294124711715,-0.13263452345040294,0.1492398655256528,0.020724144710465478,3.6869358468745346,4.240587363112675e-10,9.438016458492659e-10
stable-sluggish,0.31,2.24,1.18,16.64,-0.2323215615468489,3.520813269475478,-0.08327334662609104,-0.13180555766198432,0.1475821923620722,0.020594618739791615,3.6869358468745346,3.2540546022161777e-10,7.954387115875684e-10
stable-sluggish,0.31,2.24,1.18,16.68,-0.23541636390411325,3.515573998558982,-0.07737005893160814,-0.13098177291239266,0.1458540328985333,0.020465902316633425,3.6869358468745346,2.493037355751366e-10,6.699214505915663e-10
stable-sluggish,0.31,2.24,1.18,16.72,-0.23827779980873992,3.510367473086193,-0.07153589761566681,-0.13016313681972733,0.14405810677942907,0.02033799037978296,3.6869358468745346,1.906943671994341e-10,5.638092714653832e-10
stable-sluggish,0.31,2.24,1.18,16.76,-0.2409087427425195,3.5051934883980116,-0.06577357334448965,-0.129349617204536,0.14219712474761054,0.02021087789989063,3.6869358468745346,1.4563041012075628e-10,4.741674207139799e-10
stable-sluggish,0.31,2.24,1.18,16.8,-0.2433121702767029,3.50005184111447,-0.06008568835458523,-0.12854118208854037,0.1402737868956033,0.02008455987923378,3.6869358468745346,1.1103794332675241e-10,3.984945416601965e-10
stable-sluggish,0.31,2.24,1.18,16.84,-0.24549115975185334,3.494942329126735,-0.054474736878761094,-0.127737799693371,0.1382907809613029,0.01995903135149114,3.6869358468745346,8.452708154502227e-11,3.3466031192943667e-10
stable-sluggish,0.31,2.24,1.18,16.88,-0.2474488839774657,3.4898647515891628,-0.04894310564030898,-0.12693943843931138,0.13625078066842553,0.019834287381522667,3.6869358468745346,6.424294900714871e-11,2.8085180173640867e-10
stable-sluggish,0.31,2.24,1.18,16.92,-0.24918860695400857,3.4848189089114006,-0.04349307441357196,-0.12614606694405048,0.1341564441119517,0.019710323065154033,3.6869358468745346,4.874838041685864e-11,2.355273715887687e-10
stable-sluggish,0.31,2.24,1.18,16.96,-0.2507136796199723,3.479804602750543,-0.03812681664909389,-0.1253576540214443,0.13201041218876555,0.019587133528965437,3.6869358468745346,3.693176329482964e-11,1.9737708242950588e-10
stable-sluggish,0.31,2.24,1.18,17.0,-0.25202753562643404,3.4748216360033317,-0.03284640016154327,-0.12457416868028569,0.12981530707365616,0.019464713930084247,3.6869358468745346,2.7934765116875746e-11,1.652887262790337e-10
stable-sluggish,0.31,2.24,1.18,17.04,-0.2531336871415779,3.4698698127984082,-0.027653787878597024,-0.12379558012308232,0.12757373074081166,0.019343059455981033,3.6869358468745346,2.1095757937925912e-11,1.3831870342400322e-10
stable-sluggish,0.31,2.24,1.18,17.080000000000002,-0.2540357206875365,3.4649489384886145,-0.02255083864896456,-0.12302185774484309,0.1252882635309019,0.019222165324268816,3.6869358468745346,1.590561155061842e-11,1.1566707518653994e-10
stable-sluggish,0.31,2.24,1.18,17.12,-0.2547372930118456,3.4600588196433395,-0.017539308107728482,-0.12225297113187233,0.12296146276381179,0.019102026782505145,3.6869358468745346,1.1973213838959203e-11,9.66562111155584e-11
stable-sluggish,0.31,2.24,1.18,17.16,-0.2552421269957327,3.4551992640409166,-0.01262084959717601,-0.12148889006057213,0.12059586139705311,0.01898263910799677,3.6869358468745346,8.998626680826196e-12,8.07125276819561e-11
stable-sluggish,0.31,2.24,1.18,17.2,-0.2555540076013844,3.4503700806610667,-0.0077970151412938855,-0.12072958449625226,0.11819396672984972,0.01886399760760677,3.6869358468745346,6.752224287475285e-12,6.735088365721096e-11
stable-sluggish,0.31,2.24,1.18,17.240000000000002,-0.25567677786026843,3.445571079677389,-0.0030692564720998967,-0.11997502459194799,0.11575825915285928,0.01874609761756386,3.6869358468745346,5.058510005772929e-12,5.616125656812135e-11
stable-sluggish,0.31,2.24,1.18,17.28,-0.25561433490450786,3.440802072449899,0.001561073894014475,-0.11922518068724544,0.11329119094346177,0.018628934503273784,3.6869358468745346,3.783585006821649e-12,4.679737605990482e-11
stable-sluggish,0.31,2.24,1.18,17.32,-0.25537062604323774,3.4360628715176147,0.006092721531752946,-0.11848002330711449,0.11079518510651548,0.018512503659132637,3.6869358468745346,2.8254622362749633e-12,3.8967034643680225e-11
stable-sluggish,0.31,2.24,1.18,17.36,-0.2549496448857972,3.4313532905911845,0.010524528936013565,-0.11773952316074919,0.10827263426044989,0.018396800508341984,3.6869358468745346,2.106593050871905e-12,3.2423835014021416e-11
stable-sluggish,0.31,2.24,1.18,17.400000000000002,-0.2543554275135399,3.426673144545568,0.014855434306431561,-0.11700365114041551,0.10572589956853516,0.01828182050272571,3.6869358468745346,1.5681114146630253e-12,2.6960166654967098e-11
stable-sluggish,0.31,2.24,1.18,17.44,-0.253592048701973,3.422022249412756,0.01908447028917297,-0.11627237832030649,0.10315730971514031,0.018167559122548436,3.6869358468745346,1.1654088558463249e-12,2.2401233473913062e-11
stable-sluggish,0.31,2.24,1.18,17.48,-0.2526636181948618,3.4174004223745396,0.023210762677778583,-0.11554567595540455,0.10056915992676242,0.01805401187633552,3.6869358468745346,8.647385904241715e-13,1.8599979295791883e-11
stable-sluggish,0.31,2.24,1.18,17.52,-0.25157427703186785,3.4128074817553253,0.027233529074849078,-0.11482351548035112,0.09796371103758328,0.017941174300694494,3.6869358468745346,6.406141039128557e-13,1.5432779726420282e-11
stable-sluggish,0.31,2.24,1.18,17.56,-0.25032819393121375,3.4082432470149926,0.03115207751635241,-0.11410586850832334,0.09534318859928201,0.017829041960137924,3.6869358468745346,4.738198819801303e-13,1.2795787601692767e-11
stable-sluggish,0.31,2.24,1.18,17.6,-0.2489295617288008,3.403707538741796,0.03496580506032369,-0.11339270682991782,0.09270978203480745,0.01771761044690762,3.6869358468745346,3.4989295108434414e-13,1.0601835370136842e-11
stable-sluggish,0.31,2.24,1.18,17.64,-0.24738259387513215,3.399200178645314,0.03867419634171599,-0.11268400241204152,0.09006564383578805,0.017606875380800153,3.6869358468745346,2.579658607923235e-13,8.777811652384218e-12
stable-sluggish,0.31,2.24,1.18,17.68,-0.24569152099132624,3.394720989549442,0.042276822095147513,-0.11197972739680952,0.08741288880323306,0.01749683240899365,3.6869358468745346,1.8988663831565972e-13,7.262441181008093e-12
stable-sluggish,0.31,2.24,1.18,17.72,-0.24386058748543515,3.3902697953854237,0.045773337647276834,-0.11127985410044977,0.08475359333115537,0.017387477205875815,3.6869358468745346,1.395505991834271e-13,6.004407608291306e-12
stable-sluggish,0.31,2.24,1.18,17.76,-0.24189404823021424,3.3858464211849353,0.049163481380523046,-0.11058435501221474,0.08208979473272296,0.017278805472873176,3.6869358468745346,1.0239391158457123e-13,4.960767504562283e-12
stable-sluggish,0.31,2.24,1.18,17.8,-0.23979616530342096,3.3814506930732033,0.052447073169831965,-0.10989320279329981,0.07942349060852422,0.01717081293828149,3.6869358468745346,7.501043623499776e-14,4.09561145305875e-12
stable-sluggish,0.31,2.24,1.18,17.84,-0.23757120479165406,3.3770824382621725,0.055624012794172936,-0.10920637027576854,0.07675663825651109,0.017063495357097287,3.6869358468745346,5.4862346310684594e-14,3.378934650288463e-12
stable-sluggish,0.31,2.24,1.18,17.88,-0.23522343365867673,3.372741485043713,0.05869427832443338,-0.10852383046148466,0.07409115412316312,0.016956848510850588,3.6869358468745346,4.006195992007511e-14,2.785684992433501e-12
stable-sluggish,0.31,2.24,1.18,17.92,-0.23275711667910234,3.3684276627828713,0.0616579244893599,-0.10784555652105063,0.07142891329539591,0.016850868207438693,3.6869358468745346,2.920755047196675e-14,2.2949613975803446e-12
stable-sluggish,0.31,2.24,1.18,17.96,-0.23017651343825532,3.3641408019111614,0.06451508102117574,-0.10717152179275308,0.06877174903271839,0.016745550280961117,3.6869358468745346,2.1259997464575923e-14,1.889339192345338e-12
stable-sluggish,0.31,2.24,1.18,18.0,-0.22748587539895593,3.359880733919901,0.06726595098248447,-0.10650169978151464,0.06612145233912486,0.016640890591555546,3.6869358468745346,1.5450281969894893e-14,1.5543028766218726e-12
stable-sluggish,0.31,2.24,1.18,18.04,-0.22468944303591395,3.355647291353587,0.06991080907604946,-0.10583606415785242,0.06347977157419053,0.01653688502523487,3.6869358468745346,1.1210235598245498e-14,1.2777695554468933e-12
stable-sluggish,0.31,2.24,1.18,18.080000000000002,-0.22179144303835327,3.3514403078033133,0.07244999993901709,-0.10517458875684302,0.06084841210282198,0.016433529493725327,3.6869358468745346,8.120788486076041e-15,1.0496888646974252e-12
stable-sluggish,0.31,2.24,1.18,18.12,-0.21879608558142807,3.3472596179002294,0.07488393642312996,-0.104517247577094,0.05822903598309848,0.016330819934305626,3.6869358468745346,5.8733622408699835e-15,8.617073799108685e-13
stable-sluggish,0.31,2.24,1.18,18.16,-0.21570756166692992,3.3431050573090406,0.0772130978624539,-0.10386401477972178,0.05562326169162436,0.0162287523096471,3.6869358468745346,4.2411194416578865e-15,7.068873387920383e-13
stable-sluggish,0.31,2.24,1.18,18.2,-0.21253004053372518,3.338976462721547,0.07943802833011887,-0.1032148646873359,0.05303266388579819,0.016127322607654922,3.6869358468745346,3.0575907023172347e-15,5.794710742790575e-13
stable-sluggish,0.31,2.24,1.18,18.240000000000002,-0.20926766713830314,3.3348736718502257,0.0815593348855508,-0.1025697717830297,0.0504587732023908,0.016026526841310302,3.6869358468745346,2.2008139157631433e-15,4.7468388627214e-13
stable-sluggish,0.31,2.24,1.18,18.28,-0.2059245597057573,3.3307965234218506,0.08357768581364643,-0.10192871070937728,0.04790307609181075,0.01592636104851367,3.6869358468745346,1.5815845965271404e-15,3.8856921057009e-13
stable-sluggish,0.31,2.24,1.18,18.32,-0.20250480735146453,3.3267448571711533,0.08549380885731886,-0.10129165626743673,0.045367014687423844,0.015826821291928885,3.6869358468745346,1.1347668980300901e-15,3.178509026493388e-13
stable-sluggish,0.31,2.24,1.18,18.36,-0.1990124677736719,3.322718513834523,0.08730848944481581,-0.10065858341575958,0.04285198670928128,0.015727903658828424,3.6869358468745346,8.128792159454019e-16,2.5981826692071467e-13
stable-sluggish,0.31,2.24,1.18,18.400000000000002,-0.19545156501714442,3.318717335143747,0.08902256891318706,-0.10002946726940644,0.04035934540160012,0.0156296042609395,3.6869358468745346,5.813671777064805e-16,2.1223015065771696e-13
stable-sluggish,0.31,2.24,1.18,18.44,-0.19182608730797437,3.314741163819788,0.09063694272925107,-0.09940428309896886,0.037890399503329696,0.01553191923429122,3.6869358468745346,4.1512618432884892e-16,1.7323500444683398e-13
stable-sluggish,0.31,2.24,1.18,18.48,-0.188139984959599,3.3107898435666043,0.09215255870938427,-0.0987830063295972,0.035446413251127615,0.01543484473906264,3.6869358468745346,2.959476358132377e-16,1.4130430362278385e-13
